Area_Code,State,Market,Market_Size,Profit,Margin,Sales,COGS,Total_Expenses,Marketing,Inventory,Budget_Profit,Budget_COGS,Budget_Margin,Budget_Sales,ProductId,Date,Product_Type,Product,Type
203,Connecticut,East,Small Market,39.0,104.0,189.0,85.0,65.0,32.0,476.0,40.0,60.0,80.0,140.0,9,03/01/10 00:00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,32.0,93.0,169.0,76.0,61.0,28.0,580.0,40.0,50.0,80.0,130.0,9,06/01/10 00:00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,50.0,98.0,190.0,80.0,64.0,30.0,494.0,30.0,60.0,70.0,130.0,9,04/01/11 00:00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,36.0,83.0,160.0,67.0,59.0,25.0,599.0,20.0,50.0,60.0,110.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,50.0,98.0,189.0,79.0,64.0,30.0,593.0,30.0,40.0,50.0,90.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf
203,Connecticut,East,Small Market,46.0,89.0,163.0,74.0,43.0,22.0,949.0,50.0,50.0,70.0,120.0,10,03/01/10 00:00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,68.0,90.0,176.0,75.0,44.0,23.0,956.0,50.0,50.0,70.0,120.0,10,02/01/11 00:00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,52.0,80.0,147.0,68.0,39.0,21.0,998.0,40.0,50.0,60.0,110.0,10,05/01/11 00:00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,49.0,74.0,145.0,62.0,41.0,19.0,1059.0,40.0,40.0,60.0,100.0,10,09/01/11 00:00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,52.0,77.0,151.0,65.0,42.0,20.0,1053.0,50.0,30.0,50.0,80.0,10,10/01/11 00:00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,53.0,76.0,148.0,63.0,40.0,19.0,1075.0,40.0,40.0,60.0,100.0,10,12/01/11 00:00:00,Herbal Tea,Mint,Decaf
203,Connecticut,East,Small Market,43.0,68.0,115.0,47.0,25.0,13.0,821.0,60.0,40.0,80.0,120.0,11,04/01/10 00:00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,32.0,52.0,87.0,35.0,20.0,9.0,894.0,50.0,30.0,60.0,90.0,11,07/01/10 00:00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,28.0,49.0,83.0,34.0,21.0,9.0,890.0,40.0,30.0,50.0,80.0,11,08/01/10 00:00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,41.0,64.0,108.0,44.0,23.0,12.0,886.0,50.0,40.0,70.0,110.0,11,09/01/10 00:00:00,Tea,Darjeeling,Regular
203,Connecticut,East,Small Market,46.0,55.0,91.0,37.0,20.0,10.0,876.0,40.0,30.0,60.0,90.0,11,06/01/11 00:00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,38.0,77.0,130.0,53.0,39.0,16.0,338.0,70.0,60.0,100.0,160.0,2,01/01/10 00:00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,48.0,89.0,150.0,61.0,41.0,19.0,325.0,80.0,70.0,110.0,180.0,2,03/01/10 00:00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,56.0,99.0,167.0,68.0,43.0,21.0,438.0,110.0,90.0,140.0,230.0,2,10/01/10 00:00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,59.0,77.0,145.0,53.0,41.0,16.0,338.0,70.0,60.0,100.0,160.0,2,01/01/11 00:00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,80.0,100.0,180.0,69.0,46.0,22.0,340.0,90.0,80.0,130.0,210.0,2,04/01/11 00:00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,91.0,114.0,191.0,79.0,45.0,25.0,425.0,110.0,90.0,150.0,240.0,2,06/01/11 00:00:00,Coffee,Columbian,Regular
206,Washington,West,Small Market,15.0,128.0,220.0,92.0,113.0,83.0,541.0,60.0,110.0,160.0,270.0,3,02/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,16.0,132.0,227.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,03/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,17.0,132.0,227.0,95.0,115.0,86.0,554.0,70.0,110.0,170.0,280.0,3,04/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,24.0,154.0,264.0,110.0,130.0,100.0,665.0,90.0,130.0,200.0,330.0,3,06/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,34.0,184.0,317.0,133.0,150.0,120.0,705.0,100.0,160.0,230.0,390.0,3,08/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,24.0,132.0,242.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,03/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,33.0,154.0,262.0,110.0,121.0,100.0,665.0,90.0,130.0,200.0,330.0,3,06/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,43.0,173.0,294.0,124.0,132.0,112.0,717.0,100.0,150.0,220.0,370.0,3,07/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,24.0,130.0,238.0,93.0,114.0,84.0,692.0,60.0,110.0,160.0,270.0,3,09/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,25.0,134.0,245.0,96.0,117.0,87.0,683.0,100.0,140.0,190.0,330.0,3,10/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,30.0,145.0,266.0,105.0,125.0,95.0,716.0,50.0,120.0,170.0,290.0,3,12/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
206,Washington,West,Small Market,0.0,87.0,150.0,63.0,87.0,57.0,506.0,10.0,40.0,60.0,100.0,13,03/01/10 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,-8.0,61.0,105.0,44.0,69.0,39.0,617.0,10.0,20.0,50.0,70.0,13,08/01/10 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,0.0,84.0,144.0,60.0,84.0,54.0,606.0,10.0,20.0,40.0,60.0,13,10/01/10 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,1.0,86.0,147.0,61.0,85.0,55.0,613.0,0.0,40.0,60.0,100.0,13,11/01/10 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,521.0,10.0,40.0,60.0,100.0,13,04/01/11 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,3.0,90.0,153.0,64.0,82.0,58.0,551.0,10.0,40.0,60.0,100.0,13,05/01/11 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,3.0,87.0,159.0,62.0,85.0,56.0,612.0,10.0,40.0,60.0,100.0,13,09/01/11 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,0.0,84.0,153.0,60.0,84.0,54.0,606.0,10.0,20.0,40.0,60.0,13,10/01/11 00:00:00,Tea,Green Tea,Regular
206,Washington,West,Small Market,16.0,72.0,130.0,58.0,56.0,22.0,338.0,20.0,50.0,70.0,120.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,18.0,74.0,133.0,59.0,56.0,22.0,403.0,20.0,50.0,70.0,120.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,20.0,66.0,134.0,54.0,56.0,20.0,312.0,20.0,50.0,60.0,110.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,18.0,65.0,126.0,53.0,53.0,20.0,306.0,20.0,50.0,60.0,110.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,22.0,70.0,135.0,57.0,55.0,21.0,313.0,30.0,50.0,70.0,120.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,19.0,67.0,129.0,54.0,54.0,20.0,391.0,20.0,50.0,60.0,110.0,5,11/01/11 00:00:00,Espresso,Caffe Mocha,Regular
206,Washington,West,Small Market,39.0,81.0,150.0,69.0,42.0,21.0,965.0,60.0,60.0,80.0,140.0,6,01/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,39.0,82.0,151.0,69.0,43.0,21.0,965.0,60.0,60.0,80.0,140.0,6,04/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,47.0,92.0,170.0,78.0,45.0,24.0,995.0,60.0,70.0,90.0,160.0,6,05/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,71.0,123.0,226.0,103.0,52.0,31.0,1073.0,90.0,90.0,120.0,210.0,6,08/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,53.0,99.0,182.0,83.0,46.0,25.0,1063.0,70.0,70.0,100.0,170.0,6,09/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,45.0,89.0,164.0,75.0,44.0,23.0,1063.0,40.0,70.0,80.0,150.0,6,11/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,59.0,84.0,165.0,71.0,44.0,22.0,950.0,50.0,60.0,80.0,140.0,6,03/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,58.0,82.0,161.0,69.0,43.0,21.0,965.0,60.0,60.0,80.0,140.0,6,04/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,65.0,92.0,168.0,78.0,42.0,24.0,995.0,60.0,70.0,90.0,160.0,6,05/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,79.0,99.0,194.0,83.0,46.0,25.0,1063.0,70.0,70.0,100.0,170.0,6,09/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
206,Washington,West,Small Market,115.0,186.0,310.0,124.0,71.0,40.0,961.0,120.0,100.0,170.0,270.0,8,01/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,121.0,195.0,325.0,130.0,74.0,42.0,945.0,120.0,110.0,170.0,280.0,8,02/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,115.0,186.0,309.0,123.0,71.0,40.0,932.0,120.0,100.0,170.0,270.0,8,03/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,98.0,165.0,275.0,110.0,67.0,36.0,1020.0,100.0,90.0,150.0,240.0,8,05/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,79.0,140.0,232.0,92.0,61.0,30.0,1102.0,90.0,70.0,130.0,200.0,8,06/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,115.0,188.0,313.0,125.0,73.0,41.0,1119.0,130.0,90.0,160.0,250.0,8,10/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,122.0,195.0,325.0,130.0,73.0,42.0,1134.0,120.0,120.0,180.0,300.0,8,11/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,180.0,195.0,346.0,130.0,74.0,42.0,945.0,120.0,110.0,170.0,280.0,8,02/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,157.0,176.0,311.0,116.0,70.0,38.0,962.0,110.0,90.0,160.0,250.0,8,04/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,181.0,195.0,346.0,130.0,73.0,42.0,1134.0,120.0,120.0,180.0,300.0,8,11/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
206,Washington,West,Small Market,36.0,59.0,99.0,40.0,23.0,11.0,793.0,50.0,30.0,50.0,80.0,9,05/01/10 00:00:00,Herbal Tea,Lemon,Decaf
206,Washington,West,Small Market,50.0,59.0,98.0,40.0,21.0,11.0,793.0,50.0,30.0,50.0,80.0,9,05/01/11 00:00:00,Herbal Tea,Lemon,Decaf
206,Washington,West,Small Market,62.0,105.0,167.0,62.0,43.0,19.0,346.0,40.0,40.0,70.0,110.0,11,03/01/10 00:00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,57.0,99.0,159.0,60.0,42.0,18.0,329.0,40.0,20.0,50.0,70.0,11,10/01/10 00:00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,98.0,109.0,185.0,65.0,43.0,20.0,372.0,40.0,40.0,70.0,110.0,11,02/01/11 00:00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,57.0,78.0,124.0,47.0,34.0,14.0,371.0,30.0,30.0,50.0,80.0,11,06/01/11 00:00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,80.0,94.0,161.0,57.0,40.0,17.0,349.0,40.0,30.0,70.0,100.0,11,09/01/11 00:00:00,Tea,Darjeeling,Regular
206,Washington,West,Small Market,41.0,81.0,137.0,56.0,40.0,17.0,382.0,40.0,30.0,60.0,90.0,12,02/01/10 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,24.0,59.0,99.0,40.0,35.0,12.0,443.0,20.0,20.0,40.0,60.0,12,06/01/10 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,20.0,54.0,90.0,36.0,34.0,11.0,458.0,30.0,20.0,40.0,60.0,12,08/01/10 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,34.0,71.0,120.0,49.0,37.0,15.0,454.0,30.0,30.0,50.0,80.0,12,11/01/10 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,75.0,89.0,168.0,61.0,43.0,19.0,390.0,40.0,40.0,60.0,100.0,12,01/01/11 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,56.0,77.0,137.0,52.0,39.0,16.0,376.0,30.0,30.0,50.0,80.0,12,03/01/11 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,45.0,68.0,121.0,46.0,38.0,14.0,388.0,20.0,30.0,40.0,70.0,12,04/01/11 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,33.0,59.0,98.0,40.0,33.0,12.0,443.0,20.0,20.0,40.0,60.0,12,06/01/11 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,28.0,54.0,89.0,36.0,32.0,11.0,458.0,30.0,20.0,40.0,60.0,12,08/01/11 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,50.0,71.0,128.0,49.0,37.0,15.0,454.0,30.0,30.0,50.0,80.0,12,11/01/11 00:00:00,Tea,Earl Grey,Regular
206,Washington,West,Small Market,32.0,58.0,103.0,45.0,26.0,14.0,605.0,30.0,40.0,50.0,90.0,4,04/01/10 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,34.0,62.0,110.0,48.0,28.0,15.0,599.0,40.0,40.0,60.0,100.0,4,05/01/10 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,34.0,62.0,110.0,48.0,28.0,15.0,593.0,40.0,40.0,60.0,100.0,4,06/01/10 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,36.0,65.0,115.0,50.0,29.0,16.0,587.0,50.0,40.0,70.0,110.0,4,07/01/10 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,17.0,39.0,69.0,30.0,22.0,9.0,581.0,30.0,20.0,40.0,60.0,4,08/01/10 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,21.0,43.0,76.0,33.0,22.0,10.0,577.0,30.0,30.0,40.0,70.0,4,09/01/10 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,10.0,29.0,51.0,22.0,19.0,7.0,573.0,20.0,10.0,20.0,30.0,4,10/01/10 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,55.0,62.0,123.0,48.0,28.0,15.0,623.0,40.0,40.0,60.0,100.0,4,01/01/11 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,47.0,62.0,109.0,48.0,26.0,15.0,599.0,40.0,40.0,60.0,100.0,4,05/01/11 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,50.0,65.0,114.0,50.0,27.0,16.0,587.0,50.0,40.0,70.0,110.0,4,07/01/11 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,15.0,29.0,54.0,22.0,19.0,7.0,573.0,20.0,10.0,20.0,30.0,4,10/01/11 00:00:00,Espresso,Caffe Latte,Regular
206,Washington,West,Small Market,19.0,32.0,60.0,24.0,19.0,7.0,567.0,20.0,20.0,30.0,50.0,4,12/01/11 00:00:00,Espresso,Caffe Latte,Regular
209,California,West,Major Market,-84.0,-21.0,106.0,127.0,63.0,40.0,1215.0,-80.0,160.0,-30.0,130.0,1,05/01/10 00:00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,-138.0,-67.0,87.0,154.0,71.0,49.0,1832.0,-150.0,190.0,-90.0,100.0,1,07/01/10 00:00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,-3.0,50.0,162.0,95.0,55.0,30.0,608.0,30.0,110.0,70.0,180.0,1,01/01/11 00:00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,-131.0,-25.0,109.0,127.0,63.0,40.0,2947.0,-90.0,150.0,-30.0,120.0,1,12/01/11 00:00:00,Coffee,Amaretto,Regular
209,California,West,Major Market,276.0,428.0,712.0,284.0,152.0,99.0,2108.0,400.0,350.0,540.0,890.0,2,04/01/10 00:00:00,Coffee,Columbian,Regular
209,California,West,Major Market,410.0,428.0,759.0,284.0,152.0,99.0,2108.0,400.0,350.0,540.0,890.0,2,04/01/11 00:00:00,Coffee,Columbian,Regular
209,California,West,Major Market,88.0,114.0,201.0,75.0,55.0,24.0,659.0,40.0,50.0,80.0,130.0,13,11/01/11 00:00:00,Tea,Green Tea,Regular
209,California,West,Major Market,25.0,168.0,289.0,121.0,143.0,109.0,788.0,30.0,110.0,160.0,270.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular
209,California,West,Major Market,216.0,329.0,576.0,247.0,113.0,81.0,1744.0,210.0,240.0,310.0,550.0,6,12/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
209,California,West,Major Market,321.0,329.0,614.0,247.0,113.0,81.0,1744.0,210.0,240.0,310.0,550.0,6,12/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
209,California,West,Major Market,148.0,137.0,247.0,95.0,37.0,26.0,809.0,100.0,80.0,120.0,200.0,8,02/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
209,California,West,Major Market,196.0,295.0,546.0,251.0,99.0,77.0,1268.0,200.0,210.0,270.0,480.0,9,09/01/10 00:00:00,Herbal Tea,Lemon,Decaf
209,California,West,Major Market,291.0,295.0,582.0,251.0,99.0,77.0,1268.0,200.0,210.0,270.0,480.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf
209,California,West,Major Market,26.0,51.0,90.0,39.0,25.0,12.0,541.0,40.0,20.0,40.0,60.0,10,10/01/10 00:00:00,Herbal Tea,Mint,Decaf
209,California,West,Major Market,120.0,163.0,276.0,113.0,43.0,31.0,897.0,90.0,70.0,110.0,180.0,11,06/01/10 00:00:00,Tea,Darjeeling,Regular
209,California,West,Major Market,79.0,111.0,187.0,76.0,32.0,21.0,580.0,50.0,30.0,50.0,80.0,12,10/01/10 00:00:00,Tea,Earl Grey,Regular
210,Texas,South,Major Market,192.0,288.0,532.0,244.0,96.0,75.0,1213.0,270.0,300.0,360.0,660.0,2,06/01/10 00:00:00,Coffee,Columbian,Regular
210,Texas,South,Major Market,112.0,152.0,256.0,104.0,40.0,29.0,952.0,120.0,80.0,140.0,220.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular
210,Texas,South,Major Market,133.0,179.0,302.0,123.0,46.0,34.0,915.0,100.0,70.0,120.0,190.0,5,10/01/10 00:00:00,Espresso,Caffe Mocha,Regular
210,Texas,South,Major Market,184.0,178.0,298.0,123.0,42.0,34.0,941.0,120.0,100.0,150.0,250.0,5,08/01/11 00:00:00,Espresso,Caffe Mocha,Regular
210,Texas,South,Major Market,48.0,73.0,123.0,50.0,25.0,14.0,589.0,40.0,30.0,60.0,90.0,6,11/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
210,Texas,South,Major Market,26.0,51.0,84.0,34.0,30.0,10.0,428.0,30.0,30.0,50.0,80.0,9,08/01/11 00:00:00,Herbal Tea,Lemon,Decaf
212,New York,East,Major Market,83.0,117.0,198.0,81.0,34.0,22.0,460.0,100.0,80.0,130.0,210.0,13,04/01/10 00:00:00,Tea,Green Tea,Regular
212,New York,East,Major Market,84.0,80.0,150.0,54.0,27.0,15.0,456.0,70.0,50.0,90.0,140.0,13,01/01/11 00:00:00,Tea,Green Tea,Regular
212,New York,East,Major Market,123.0,124.0,208.0,86.0,33.0,24.0,499.0,100.0,90.0,130.0,220.0,13,05/01/11 00:00:00,Tea,Green Tea,Regular
